0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.457e-09,0,-6.2546e-11,0
0.02,-6.2211e-06,0.0006077,-0.00048918,0.0027768,-0.00016209,0.020743,-6.6194e-06,0.12143,-0.097897,0.55571,-0.032464,4.1497,0,0,0.013156,0,-0.00056291,0
0.03,-9.9517e-05,0.0024318,-0.0019411,0.011088,-0.00064246,0.083015,-8.1481e-05,0.24247,-0.19457,1.1122,-0.064971,8.3048,0,0,0.063684,0,-0.0027221,0
0.04,-0.00050796,0.0054768,-0.0043056,0.024885,-0.0014477,0.18687,-0.00041488,0.36251,-0.2888,1.6692,-0.097512,12.464,0,0,0,0,0,0
0.05,-0.0015911,0.0096614,-0.0075105,0.043696,-0.0025543,0.33242,-0.0014651,0.48113,-0.37933,2.2268,-0.13009,16.628,0,0,0.2724,0,-0.011637,0
0.06,-0.0038238,0.014783,-0.011469,0.066472,-0.0038938,0.51983,-0.0039717,0.59823,-0.46493,2.7851,-0.16271,20.798,0,0,0.42172,0,-0.018022,0
0.07,-0.0077359,0.020404,-0.01611,0.091093,-0.0053557,0.74941,-0.0089289,0.71419,-0.54433,3.3442,-0.19536,24.972,0,0,0.47276,0,-0.020141,0
0.08,-0.013739,0.025755,-0.021438,0.11395,-0.0067465,1.0215,-0.017089,0.83015,-0.61636,3.9038,-0.22806,29.151,0,0,0.77052,0,-0.032792,0
0.09,-0.021953,0.029708,-0.027552,0.12983,-0.0077738,1.3363,-0.028407,0.94799,-0.67983,4.4638,-0.26077,33.333,0,0,1.0178,0,-0.043297,0
0.1,-0.031928,0.030865,-0.034618,0.13239,-0.0080369,1.6936,-0.041321,1.0695,-0.73379,5.0235,-0.29347,37.512,0,0,1.293,0,-0.05497,0
0.11,-0.042383,0.027843,-0.0427,0.11557,-0.0071126,2.0928,-0.052716,1.1951,-0.7774,5.5823,-0.32612,41.685,0,0,1.6422,0,-0.069766,0
0.12,-0.051157,0.019812,-0.051509,0.07615,-0.004737,2.5325,-0.059447,1.3222,-0.80992,6.1393,-0.35865,45.844,0,0,1.8575,0,-0.078875,0
