0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0
0.02,-2.008e-08,3.5628e-05,-0.00049049,0.00016279,-9.5101e-06,0.0012156,-3.1482e-07,0.0071153,-0.098099,0.03256,-0.0019021,0.24314,0,0,2.7753e-05,0,-1.9751e-06,0
0.03,-3.2131e-07,0.00014284,-0.0019619,0.00065121,-3.8043e-05,0.004863,-2.6895e-06,0.014201,-0.19619,0.06513,-0.0038048,0.48635,0,0,0.00014397,0,-1.0246e-05,0
0.04,-1.6282e-06,0.00032261,-0.0044141,0.0014654,-8.5603e-05,0.010943,-9.4764e-06,0.021223,-0.29427,0.097708,-0.005708,0.72962,0,0,0.00069833,0,-4.9699e-05,0
0.05,-5.1363e-06,0.00057654,-0.0078466,0.0026053,-0.0001522,0.019456,-2.3884e-05,0.028152,-0.39233,0.1303,-0.0076117,0.97296,0,0,0,0,0,0
0.06,-1.2503e-05,0.00090681,-0.012259,0.0040707,-0.00023781,0.030402,-5.0902e-05,0.034953,-0.49037,0.16289,-0.0095159,1.2164,0,0,0,0,0,0
0.07,-2.5848e-05,0.0013162,-0.017651,0.0058614,-0.00034242,0.043783,-9.7326e-05,0.041595,-0.58838,0.19549,-0.01142,1.4598,0,0,0.0029988,0,-0.00021341,0
0.08,-4.7686e-05,0.0018078,-0.024021,0.007976,-0.0004659,0.059599,-0.00017211,0.048049,-0.68634,0.2281,-0.013325,1.7033,0,0,0.0036131,0,-0.00025713,0
0.09,-8.0875e-05,0.0023849,-0.031369,0.010412,-0.0006079,0.07785,-0.00028741,0.054284,-0.78426,0.26071,-0.01523,1.9468,0,0,0,0,0,0
0.1,-0.00012909,0.0030525,-0.039694,0.01317,-0.00076856,0.098538,-0.00045715,0.060268,-0.88213,0.29333,-0.017136,2.1904,0,0,0.0065426,0,-0.00046561,0
0.11,-0.00019623,0.0038158,-0.048994,0.016247,-0.00094792,0.12166,-0.00069942,0.065969,-0.97994,0.32595,-0.019042,2.434,0,0,0.0083324,0,-0.00059299,0
0.12,-0.00028638,0.00468,-0.059269,0.01964,-0.0011459,0.14722,-0.0010367,0.071359,-1.0777,0.35858,-0.020948,2.6776,0,0,0.0098832,0,-0.00070335,0
0.13,-0.00040378,0.0056502,-0.070516,0.023342,-0.0013621,0.17523,-0.001496,0.076415,-1.1754,0.39121,-0.022854,2.9213,0,0,0,0,0,0
0.14,-0.00055284,0.0067316,-0.082734,0.027347,-0.0015963,0.20567,-0.0021086,0.081117,-1.2729,0.42386,-0.024761,3.1651,0,0,0,0,0,0
0.15,-0.00073816,0.0079291,-0.095922,0.031642,-0.0018478,0.23855,-0.0029103,0.085447,-1.3704,0.4565,-0.026669,3.4089,0,0,0,0,0,0
0.16,-0.00096447,0.009248,-0.11008,0.036216,-0.0021158,0.27388,-0.0039414,0.089392,-1.4678,0.48915,-0.028576,3.6527,0,0,0,0,0,0
0.17,-0.0012367,0.010693,-0.1252,0.041054,-0.0023996,0.31165,-0.0052465,0.092944,-1.5651,0.52181,-0.030484,3.8965,0,0,0.020522,0,-0.0014604,0
0.18,-0.0015599,0.01227,-0.14128,0.04614,-0.0026979,0.35188,-0.0068747,0.096095,-1.6623,0.55446,-0.032391,4.1403,0,0,0.02325,0,-0.0016546,0
0.19,-0.0019393,0.013982,-0.15833,0.051454,-0.0030096,0.39455,-0.0088777,0.098845,-1.7593,0.58711,-0.034298,4.3841,0,0,0.026917,0,-0.0019155,0
0.2,-0.0023783,0.015833,-0.17633,0.056969,-0.0033333,0.43967,-0.011301,0.10121,-1.8562,0.61975,-0.036205,4.6279,0,0,0.031225,0,-0.002222,0
0.21,-0.0028817,0.017826,-0.1953,0.062657,-0.0036677,0.48726,-0.014216,0.10321,-1.9529,0.65239,-0.038112,4.8716,0,0,0.034172,0,-0.0024318,0
0.22,-0.0034536,0.019964,-0.21521,0.068484,-0.004011,0.5373,-0.01769,0.10487,-2.0495,0.68503,-0.040019,5.1153,0,0,0.038121,0,-0.0027127,0
0.23,-0.0040969,0.022248,-0.23608,0.074412,-0.0043612,0.58981,-0.021785,0.10625,-2.1459,0.71766,-0.041925,5.359,0,0,0,0,0,0
0.24,-0.0048134,0.024676,-0.25791,0.080396,-0.004716,0.64478,-0.026556,0.10739,-2.2422,0.75029,-0.043831,5.6027,0,0,0,0,0,0
0.25,-0.0056037,0.027245,-0.28068,0.086387,-0.0050726,0.70223,-0.032046,0.10837,-2.3382,0.78291,-0.045737,5.8463,0,0,0,0,0,0
0.26,-0.0064671,0.029949,-0.3044,0.09233,-0.0054282,0.76215,-0.038295,0.10926,-2.4341,0.81554,-0.047643,6.0899,0,0,0,0,0,0
0.27,-0.0074019,0.032781,-0.32906,0.098162,-0.0057793,0.82455,-0.045332,0.11016,-2.5297,0.84815,-0.049548,6.3334,0,0,0,0,0,0
0.28,-0.0084053,0.035732,-0.35468,0.10382,-0.0061223,0.88943,-0.05318,0.11116,-2.6251,0.88076,-0.051454,6.577,0,0,0.061106,0,-0.0043482,0
0.29,-0.009473,0.038789,-0.38124,0.10923,-0.0064531,0.9568,-0.061854,0.11239,-2.7203,0.91337,-0.053358,6.8204,0,0,0.065775,0,-0.0046803,0
0.3,-0.0106,0.04194,-0.40874,0.11431,-0.0067675,1.0267,-0.071359,0.11396,-2.8153,0.94597,-0.055263,7.0639,0,0,0.071786,0,-0.005108,0
0.31,-0.011778,0.045166,-0.4372,0.11898,-0.0070614,1.099,-0.081664,0.11601,-2.91,0.97856,-0.057167,7.3072,0,0,0,0,0,0
0.32,-0.012995,0.048446,-0.4666,0.12316,-0.007329,1.1738,-0.092709,0.11866,-3.0045,1.0111,-0.059069,7.5505,0,0,0.081715,0,-0.0058144,0
0.33,-0.014238,0.051756,-0.49695,0.12675,-0.007564,1.2512,-0.10441,0.12204,-3.0988,1.0437,-0.060971,7.7935,0,0,0.087998,0,-0.0062614,0
0.34,-0.015494,0.055068,-0.52825,0.12967,-0.0077605,1.331,-0.11668,0.12628,-3.1928,1.0762,-0.062871,8.0364,0,0,0,0,0,0
0.35,-0.016744,0.058351,-0.56051,0.13181,-0.0079127,1.4133,-0.12937,0.13146,-3.2866,1.1087,-0.064769,8.2791,0,0,0.099633,0,-0.0070892,0
0.36,-0.017969,0.061573,-0.59372,0.13308,-0.008015,1.498,-0.14233,0.13768,-3.3801,1.1412,-0.066666,8.5215,0,0,0.10296,0,-0.0073257,0
0.37,-0.019148,0.064697,-0.62788,0.1334,-0.0080626,1.5852,-0.15539,0.14501,-3.4734,1.1736,-0.068561,8.7637,0,0,0.10731,0,-0.0076353,0
0.38,-0.020257,0.067683,-0.66301,0.13268,-0.0080492,1.6748,-0.16834,0.15347,-3.5665,1.206,-0.070454,9.0056,0,0,0.11525,0,-0.0081998,0
0.39,-0.02127,0.070489,-0.69909,0.13083,-0.0079661,1.7669,-0.18097,0.16306,-3.6594,1.2384,-0.072344,9.2473,0,0,0.11931,0,-0.0084887,0
0.4,-0.022158,0.073069,-0.73613,0.12778,-0.0078067,1.8614,-0.19306,0.17373,-3.7521,1.2707,-0.074233,9.4887,0,0,0,0,0,0
0.41,-0.022895,0.075379,-0.77414,0.12347,-0.0075664,1.9582,-0.20441,0.18538,-3.8446,1.303,-0.076119,9.7298,0,0,0.13201,0,-0.0093871,0
0.42,-0.023453,0.077376,-0.81309,0.11785,-0.0072426,2.0574,-0.21481,0.19787,-3.9369,1.3352,-0.078003,9.9706,0,0,0.14462,0,-0.010284,0
0.43,-0.023803,0.079013,-0.853,0.1109,-0.0068348,2.159,-0.22409,0.211,-4.0291,1.3674,-0.079883,10.211,0,0,0.14964,0,-0.010641,0
0.44,-0.023918,0.080249,-0.89385,0.10261,-0.0063421,2.2629,-0.2321,0.22456,-4.121,1.3996,-0.081761,10.451,0,0,0.15718,0,-0.011177,0
0.45,-0.023768,0.081038,-0.93565,0.092985,-0.0057623,2.3691,-0.23875,0.23826,-4.2128,1.4316,-0.083635,10.691,0,0,0.161,0,-0.011448,0
0.46,-0.02333,0.081343,-0.97837,0.082057,-0.0050964,2.4777,-0.24401,0.2518,-4.3045,1.4637,-0.085506,10.93,0,0,0,0,0,0
0.47,-0.022581,0.081132,-1.022,0.069892,-0.004349,2.5885,-0.2479,0.2649,-4.3959,1.4956,-0.087373,11.168,0,0,0.18079,0,-0.012855,0
0.48,-0.021506,0.080378,-1.0666,0.056584,-0.0035284,2.7016,-0.25052,0.27723,-4.4872,1.5275,-0.089235,11.406,0,0,0.18898,0,-0.013437,0
0.49,-0.02009,0.079063,-1.112,0.042253,-0.0026437,2.817,-0.25206,0.2885,-4.5782,1.5593,-0.091092,11.644,0,0,0.19636,0,-0.013962,0
0.5,-0.018325,0.077174,-1.1583,0.02705,-0.0017037,2.9347,-0.25277,0.29847,-4.669,1.591,-0.092945,11.881,0,0,0.20008,0,-0.014227,0
0.51,-0.016211,0.074712,-1.2055,0.011156,-0.00071945,3.0547,-0.25295,0.30695,-4.7596,1.6226,-0.094792,12.117,0,0,0,0,0,0
0.52,-0.013753,0.071687,-1.2536,-0.0052151,0.00029521,3.177,-0.25295,0.31381,-4.8499,1.6542,-0.096634,12.352,0,0,0.22268,0,-0.015833,0
0.53,-0.010967,0.068122,-1.3025,-0.021818,0.0013246,3.3017,-0.25317,0.31904,-4.9398,1.6856,-0.09847,12.587,0,0,0.22703,0,-0.016143,0
0.54,-0.007877,0.064054,-1.3522,-0.038383,0.0023534,3.4288,-0.25401,0.3227,-5.0295,1.7169,-0.1003,12.821,0,0,0.23925,0,-0.017011,0
0.55,-0.0045159,0.059533,-1.4028,-0.054612,0.0033637,3.5583,-0.25587,0.32499,-5.1187,1.7481,-0.10213,13.054,0,0,0,0,0,0
0.56,-0.00092713,0.054622,-1.4543,-0.070192,0.0043374,3.6903,-0.25906,0.32619,-5.2076,1.7793,-0.10394,13.287,0,0,0,0,0,0
0.57,0.0028358,0.049398,-1.5066,-0.084792,0.0052566,3.8247,-0.26384,0.32666,-5.296,1.8103,-0.10576,13.518,0,0,0.264,0,-0.018771,0
0.58,0.0067099,0.04395,-1.5597,-0.098074,0.0061036,3.9616,-0.27037,0.32684,-5.384,1.8412,-0.10756,13.749,0,0,0.27571,0,-0.019603,0
0.59,0.010622,0.038382,-1.6137,-0.1097,0.006857,4.101,-0.27869,0.32724,-5.4715,1.8719,-0.10936,13.978,0,0,0.27921,0,-0.019852,0
0.6,0.01449,0.032806,-1.6686,-0.11933,0.0074944,4.2429,-0.28867,0.32835,-5.5586,1.9026,-0.11115,14.207,0,0,0.2871,0,-0.020413,0
0.61,0.018226,0.027345,-1.7244,-0.12666,0.0079964,4.3872,-0.30007,0.33061,-5.6453,1.9331,-0.11293,14.435,0,0,0.3042,0,-0.021628,0
0.62,0.021738,0.022124,-1.7812,-0.13143,0.008347,4.5339,-0.31251,0.33441,-5.7315,1.9634,-0.1147,14.661,0,0,0.31149,0,-0.022147,0
0.63,0.024929,0.017278,-1.8388,-0.13338,0.0085228,4.683,-0.32548,0.34001,-5.8174,1.9936,-0.11647,14.887,0,0,0.31514,0,-0.022406,0
0.64,0.027703,0.012939,-1.8974,-0.13234,0.0085053,4.8343,-0.33844,0.34752,-5.9028,2.0237,-0.11822,15.112,0,0,0.33367,0,-0.023723,0
0.65,0.02997,0.0092339,-1.9569,-0.12821,0.0082861,4.9878,-0.35078,0.35688,-5.988,2.0536,-0.11997,15.335,0,0,0.34119,0,-0.024257,0
0.66,0.031645,0.0062809,-2.0173,-0.12094,0.0078609,5.1435,-0.36197,0.36782,-6.0729,2.0834,-0.12171,15.557,0,0,0.35127,0,-0.024974,0
0.67,0.032651,0.0041903,-2.0786,-0.11059,0.007224,5.3012,-0.37151,0.37992,-6.1575,2.113,-0.12344,15.778,0,0,0,0,0,0
0.68,0.032929,0.0030509,-2.1408,-0.097306,0.0063829,5.461,-0.37911,0.39263,-6.2419,2.1424,-0.12516,15.998,0,0,0.37135,0,-0.026402,0
